STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DEWP,FRSHTT,GUST,MAX,MIN,MXSPD,PRCP,SLP,SNDP,STP,TEMP
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/10,-35.5,0,45.5,25.9,-10.3,26.6,0,1033.6,999.9,575.8,2.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/11,-47.7,0,25.4,15.8,-15.9,4.9,0,1045.8,999.9,578.8,-3.4
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/12,-37.4,0,19.8,21.6,-20.2,13.4,0,1035.6,999.9,575.2,0.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/13,-37.3,0,28.7,21.6,-20.2,17.3,0,1036.9,999.9,576.4,2.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/14,-28.8,0,42.9,22.5,-11.9,25.6,0,1033.1,999.9,576.2,5.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/15,-25.9,0,37.5,22.5,-6.2,24.5,0,1029.5,999.9,575.6,7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/16,-20.6,0,41.4,21.9,-17,22.5,0,1043,999.9,578,-2.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/17,-33.8,0,18.1,16.5,-18.2,9.1,0,1052.1,999.9,580.8,-2.1
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/18,-19.9,0,24.3,25,-18.2,13.4,0,1027.5,999.9,573.8,5.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/19,-11.3,0,15.5,25,-15,7,0,1024,999.9,571.4,6.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/20,-6.1,1000,14.2,18.5,-16.2,4.7,0,1030.5,999.9,573.5,1.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/21,-14.3,0,999.9,13.5,-17.3,9.7,0,1043.6,0.4,575.5,-3.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/22,-13.7,0,28.9,21.2,-18.6,15.9,0,1022.8,999.9,571,6.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/23,-11.7,0,37.3,26.4,4.1,24.3,0,1007.3,999.9,567.5,14.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/24,-14.1,0,32.1,26.4,-11.9,17.5,0,1021.3,999.9,571.3,4.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/25,-20.2,0,23.7,19.8,-16.8,14,0,1037.2,999.9,573,-0.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/26,-26.2,0,40.2,16,-16.8,24.7,0,1031.4,999.9,572.3,1.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/27,-29.1,0,28.4,16,-14.3,16.1,0,1038.8,999.9,574.9,-1.4
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/28,-30.7,0,36.1,23,-16.2,15.5,0,1034.5,999.9,573.3,3.4
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/29,-28.6,0,19.4,23,-17,12,0,1032.5,999.9,571.7,0.4
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/30,-26.2,0,19.4,13.3,-17,8.9,0,1034.7,999.9,572.4,-1.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/1/31,-34.1,0,22.9,12.4,-15.3,12.4,0,1039,999.9,574.4,-1.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/1,-34.8,0,27.4,21.9,-15.3,14.4,0,1036.2,999.9,575,2.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/2,-26.4,0,30.9,21.9,-12.1,16.9,0,1036,999.9,576.3,4.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/3,-25,0,22,23.2,-12.3,12.2,0,1031.7,999.9,574.4,5.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/4,-27.1,0,38.5,23.2,-10.5,20.4,0,1035.5,999.9,576.8,4.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/5,-22,0,25.8,21.4,-15.5,10.3,0,1031.4,999.9,574.6,5.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/6,-8.7,1000,18.1,21.4,-15.5,6.2,0,1028.4,999.9,574,5
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/7,-15.3,0,27.6,18.1,-14.3,15.9,0,1041.5,999.9,579.3,4.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/8,-4.4,0,20.8,28,-8,14.6,0,1035.3,999.9,580,11.5
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/9,-9,0,25.1,31.5,-2,10.3,0,1024.5,999.9,576.4,12.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/10,-7.9,0,21,31.5,-0.8,12.8,0,1024.6,999.9,576.2,12
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/14,-9.6,1000,17.9,26.1,-10.7,9.7,0,1026.1,999.9,574.4,10.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/15,-15.5,0,29.9,26.1,-9.4,16.9,0,1031.6,999.9,575.7,3.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/16,-13.1,0,21.2,20.5,-14.3,12,0,1037.7,999.9,575.5,3.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/17,-27,0,25.8,20.5,-14.3,10.5,0,1041.2,999.9,578.2,1.4
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/18,-34.5,0,21,21.6,-15.9,7.6,0,1044.8,999.9,579.9,2.1
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/19,-34.6,0,29.3,24.4,-17,15.2,0,1042.6,999.9,579.6,8.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/21,-11.9,0,31.9,35.2,-3.6,11.7,0,1019.8,999.9,577.7,15.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/22,-10.9,0,28.2,35.2,0.5,14,0,1022.8,999.9,579.2,16.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/23,-8.9,0,41,33.3,0.5,21.8,0,1013.4,999.9,573.8,19.1
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/24,-5,0,35,33.3,-1.7,19.4,0,1016.3,999.9,573.2,15.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/25,-6.9,0,38.7,29.1,-1.8,19,0,1020.9,999.9,573.9,12.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/26,-18.3,0,39.4,34,-2,24.3,0,1012.9,999.9,571.4,17.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/27,-16.1,0,43.5,38.3,1.9,25.4,0,998.4,999.9,567.8,25.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/2/28,-9,0,48,38.3,-4.5,31.3,0,1009.9,999.9,572.4,16.1
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/1,-14.2,0,22.7,30.6,-8.7,11.5,0,1025,999.9,574.7,11.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/2,-19.3,0,27.4,29.3,-8.7,12.6,0,1025.6,999.9,576.1,10.4
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/3,-22.8,0,34.4,30.7,-4.9,15.5,0,1021.2,999.9,573.9,14.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/4,-20,0,28,30.7,-1.5,13.2,0,1017.5,999.9,573.5,14.5
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/5,-18.7,0,26.4,29.8,-4.2,14,0,1026.6,999.9,576,10.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/6,-7,0,18.3,24.4,-4.2,10.1,0,1025.6,999.9,575,11
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/7,-15.1,0,28.2,29.3,-2.9,14.4,0,1021.7,999.9,575.3,15.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/8,-12.1,0,34.8,33.8,-2.9,17.5,0,1016.8,999.9,575.3,18
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/9,-4.9,1000,28.7,33.8,-4,18.5,0,1022.1,999.9,577.1,14.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/10,-2.5,0,28.7,30,-6.5,10.3,0,1031.6,999.9,578.6,10.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/11,-9.4,0,32.6,32.4,-3.5,11.7,0,1027.9,999.9,579.4,16.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/12,-23.3,0,25.8,37,-0.4,14.4,0,1026,999.9,581.6,20.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/13,-18.4,0,31.5,38.7,2.1,17.5,0,1018.2,999.9,579.1,22.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/14,-27.7,0,19.6,38.7,-0.2,6.8,0,1020.4,999.9,578.1,20.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/15,-16,0,30.1,41.5,0.9,14.4,0,1012.5,999.9,575.8,23.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/16,-14.7,0,36.3,41.5,0.5,16.9,0,1012.5,999.9,575.1,22.4
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/17,-15.9,0,35.2,39.7,0.5,18.8,0,1009.5,999.9,574.5,24.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/18,-8.8,0,39.8,38.3,7.3,25.8,0,1008.3,999.9,574.2,23.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/19,-14.7,0,45.8,38.3,0.9,24.5,0,1020,999.9,576.9,15.5
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/20,-20.8,0,48.8,30,-6,23.3,0,1024.4,999.9,576.7,13.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/21,-38.9,0,29.5,30.7,-7.2,12.4,0,1030.5,999.9,578.7,12.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/22,-34.3,0,22.9,39.6,3.2,7.4,0,1021.8,999.9,579.4,23.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/23,-11.1,0,28,42.4,2.7,11.7,0,1013,999.9,578.2,25.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/24,2.5,0,32.4,42.4,8.2,22.9,0,1008.9,999.9,575.4,25.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/25,1.9,0,31.3,40.6,8.2,16.3,0,1014.1,999.9,575.8,20
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/26,2.8,1000,23.7,33.3,-0.9,10.7,0,1026.9,999.9,578.1,12.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/27,-10,0,31.1,41,-0.9,16.9,0,1018,999.9,577.4,25.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/28,-12.1,0,30.1,41,2.1,19,0,1007.4,999.9,575.3,25.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/29,-5.8,0,37.7,43.9,12.4,22.1,0,998.4,999.9,571.2,29.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/30,10.2,1000,32.2,43.9,11.8,15,0.07,996.6,999.9,569.2,23.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/3/31,9.3,1000,33.6,36.1,6.1,22.1,0.13,1011.4,999.9,570.7,14.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/1,4.9,1000,30.1,25.7,5.4,15.2,0.09,1015.3,999.9,570.3,11.5
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/2,8,1000,21.6,19,5,11.8,0.14,1017.6,999.9,571.3,12.5
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/3,7.3,1000,36.7,26.2,1.8,15.9,0.02,1014.8,0.4,572.4,14.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/4,-4.3,0,36.3,26.2,-1.5,17.9,0,1029.3,999.9,577.4,11
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/5,5.3,0,30.1,36.1,-0.6,18.3,0,1018.5,999.9,577.1,23.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/6,13.4,1000,30.1,36.1,3.2,9.3,0,1016.4,999.9,578.7,22.4
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/7,11.8,1000,26,40.6,9.5,15.9,0,1014.6,999.9,578.3,26.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/8,9.3,0,39.4,40.6,9.5,16.5,0,1009.3,999.9,576.5,26.1
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/9,5.7,0,35.5,38.5,14.9,19.4,0,1008.6,999.9,575.6,25.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/10,1.2,0,38.7,38.5,8.8,15.5,0,1014.6,999.9,577.4,22.1
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/11,-9.1,0,39.8,33.8,5.2,23.3,0,1022.9,999.9,579.7,19.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/12,-4.2,0,34.8,38.7,5.9,17.1,0,1020.5,999.9,579.6,21.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/13,-3.2,0,24.1,38.7,7.2,10.1,0,1020.8,999.9,579.3,21.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/14,0.2,0,38.9,35.2,8.6,21.8,0,1018.2,999.9,578.8,22.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/15,-6.3,0,38.3,36.9,9.1,21.4,0,1019.2,999.9,579.2,22.1
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/16,-3.5,0,30.5,43.5,7.3,12.8,0,1015.3,999.9,579.1,28
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/17,9.9,1000,22.5,43.5,12,9.1,0,1011,999.9,578.8,28.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/18,13.4,1000,37.5,44.6,15.4,19.2,0.09,1004.8,999.9,575.4,28.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/19,17.1,1000,25.3,44.6,15.4,7.2,0.15,1010.7,999.9,574.7,22.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/20,9.7,0,29.5,32.4,12.2,12.8,0,1016.9,999.9,577.6,21.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/21,9.8,0,37.5,43.5,11.5,18.5,0,1009.6,999.9,577.3,30.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/22,12.8,1000,32.1,44.2,14.4,20,0.06,999.8,999.9,575.2,32.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/23,17.7,1000,28.9,44.2,18.1,21.4,0.04,1010,999.9,576.3,23.1
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/24,6.4,1000,35.5,40.5,9.9,16.7,0,1013.8,999.9,578.2,24.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/25,-3.3,0,33,40.5,7.7,16.3,0,1023.8,999.9,581.9,23.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/26,-4,0,37.3,37.2,9.5,20.6,0,1020.9,999.9,581.8,23.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/27,0.8,0,31.9,37.2,8.4,16.5,0,1030,999.9,584.6,19.5
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/28,-6.2,0,24.5,34.2,5.9,10.7,0,1034.8,999.9,587.6,22.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/29,-14.3,0,18.8,40.6,10,8.5,0,1024.8,999.9,585.2,28.1
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/4/30,4.8,1000,32.2,47.7,13.6,13.6,0,1014.3,999.9,582.1,32.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/1,13.2,0,35.4,47.7,15.4,18.1,0,1013.6,999.9,582,30.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/2,2.4,0,27.2,47.1,16.7,8.4,0,1013.1,999.9,581.6,32.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/3,1.2,0,28,47.3,19.6,13.2,0,1011.8,999.9,581.6,32.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/4,2.5,0,32.4,47.3,16.7,14.8,0,1013.7,999.9,581.8,31
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/5,4,0,23.3,44.6,16.2,14.2,0,1014.2,999.9,581.5,30.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/6,0.5,0,29.9,42.3,12.7,13.8,0,1018.3,999.9,582.7,27.5
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/7,-6,0,19.2,46,10.6,7.2,0,1018.5,999.9,583.4,30.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/8,13.6,0,28.7,53.6,15.8,16.1,0,1004.9,999.9,579.8,38.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/9,22,1000,32.6,53.6,19.8,18.6,0.04,1007.7,999.9,578.5,28.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/10,10.5,0,23.1,41,17.8,10.1,0,1014.2,999.9,580.6,29.1
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/11,15.9,0,34.4,43.7,18.3,9.5,0.01,1011.4,999.9,579.9,30.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/12,13.2,0,19.2,48.4,18.3,15,0,1002.6,999.9,577.3,36.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/13,21.3,1000,37.3,48.4,22.6,18.8,0.02,994.1,999.9,573.2,34.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/14,19.8,1000,25.3,45.7,19.6,13.8,0.18,1005.3,999.9,574.8,26.4
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/15,19.4,0,25.4,37.6,19.6,16.3,0,1012.1,999.9,578.4,27.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/16,18.8,0,31.5,40.8,19.9,14.8,0.01,1013,999.9,580.1,28.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/17,20,1000,32.1,44.8,19.9,11.1,0.05,1011.6,999.9,580.2,31.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/18,16.3,0,35.4,44.8,19.6,20.2,0,1012.6,999.9,580.3,28.5
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/19,10.7,0,35.5,45.5,19,18.5,0,1009,999.9,579.2,33.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/20,24.2,1000,22.1,45.3,21.4,9.1,0.23,1003.6,0.4,577.2,32.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/21,27.1,1000,32.8,43.9,23.5,15.9,0.06,1004.4,999.9,578.1,34.6
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/22,20.3,1000,22.5,43.9,23.5,14.6,0.09,1013.1,999.9,581.2,28.5
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/23,18,0,23.5,43.9,23.5,10.9,0,1014.3,999.9,583.1,33.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/24,26.2,1000,25.3,50.7,25.5,15.9,0.07,1006.1,999.9,580.7,36.1
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/25,22.6,11000,25.6,50.7,25.3,16.1,0.12,1012,999.9,580.6,30.4
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/26,22.8,1000,25.6,43.2,24.3,15.5,0.08,1010.1,999.9,581.2,34.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/27,30.1,1000,20.8,43.3,27,9.7,0.23,1010.6,999.9,581.6,35
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/28,25,0,26,44.2,25.7,4.9,0.07,1014,999.9,584.5,36.5
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/29,23.7,1000,24.3,48.4,26.6,6.6,0,1009.2,999.9,583.7,38.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/30,24.5,0,22.9,48.4,30.4,12.6,0,1006.9,999.9,582,38
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/5/31,20.8,0,26,48,26.8,12,0,1005.4,999.9,581.2,36.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/1,22.8,0,23.9,48.2,26.8,11.7,0,1004.4,999.9,580.4,38.5
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/2,23.1,11000,22.3,48.2,27,17.5,0.16,1012.6,999.9,582.1,30.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/3,17.4,0,22.3,44.8,26.4,7.2,0,1015.3,999.9,584.5,34.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/4,16.9,0,17.7,50.5,25.3,8.2,0,1009.3,999.9,583.7,39.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/5,28.5,11000,23.7,50.5,27.5,13.8,0.14,1007.9,999.9,582.3,36.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/6,20.8,0,23.7,47.5,26.1,12,0,1011.6,999.9,583.8,36.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/7,20.5,0,26.8,49.3,24.3,7.2,0,1011.7,999.9,584.3,37.4
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/8,20,0,29.1,50,26.2,13.8,0.02,1011.2,999.9,584.5,37.4
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/9,18.5,0,23.3,51.8,25.2,6,0,1008.7,999.9,584,40.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/10,20.6,0,27,51.8,28.9,14,0,1003.2,999.9,582,41
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/11,27.7,1000,22.3,51.1,27.5,8,0.15,1006.4,999.9,581.4,37
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/12,32,10000,21.8,53.1,30,11.8,0.12,1000.6,999.9,580.6,42.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/13,33.9,10000,21.8,53.1,33.4,10.7,0.02,999.8,999.9,579.4,39.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/14,36.4,10000,49.1,61,32.2,25.1,0.15,991.1,999.9,577.3,46.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/15,38.1,11000,49.1,61,36.3,15.9,0.37,992.3,0.4,577.9,43.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/16,38.9,10000,36.7,57.4,33.6,18.3,0.34,998.2,999.9,579.8,43.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/17,40.2,10000,36.7,57.4,34.2,11.7,0.32,996.5,999.9,580.8,45.4
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/18,38.4,10000,36.7,59.2,38.8,10.9,0.07,994.3,999.9,580.3,46.7
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/19,37.7,10000,36.7,59.2,36.5,23.1,0.19,996.1,999.9,579.9,43.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/20,34,1000,18.8,56.8,32.2,9.7,0.36,1004.3,999.9,581.1,37.8
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/21,36.8,10000,22.9,52.9,32.2,7.4,0,1000.6,999.9,581.6,44
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/22,39.4,10000,41.6,56.1,37.2,11.7,0.03,995.2,999.9,580.8,47
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/23,37.3,101000,30.5,59,31.3,18.5,0.27,998,0.4,581.6,43.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/24,33.7,11000,26.8,59,31.3,16.5,0.15,1007.4,0.8,582.3,38.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/25,37.3,10000,34.8,50.9,31.3,10.1,0.11,998.7,999.9,579.9,42.4
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/26,37.8,10000,25.1,54.1,35.8,11.3,0.42,1001,0.4,582.2,43.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/27,38.6,0,26,57.2,35.8,11.7,0.21,1003.2,0.4,584.1,44.9
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/28,34.8,110000,28.2,57.2,33.1,7.2,0,1006.9,999.9,585.2,43.1
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/29,33.9,10000,29.7,52.7,34.3,8.2,0,1004.4,999.9,584,44.3
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/6/30,32.4,11000,22,51.4,34,10.1,0.07,1004.1,999.9,582.5,40.2
52908099999,"WUDAOLIANG, CH",35.2166666,93.0833333,4613,2021/7/1,27.7,0,24.9,46,27.3,16.7,0.02,1005.4,999.9,581.9,37.5
